OrderLineID,Order_ID,product_id,Qty Ordered,Unit Price at Sale,Line Total,Currency
OL502089,ORD-104633,PRD2210,5,209.53,1047.65,GBP
OL502090,ORD-108561,PRD2018,1,293.83,293.83,USD
OL502091,ORD-102240,PRD2143,999,251.55,251298.45,usd
OL502092,ORD-105196,PRD2111,5,9.89,49.45,US Dollar
OL502093,ORD-105092,PRD2221,0,334.09,,usd
OL502094,ORD-101588,PRD2136,2,273.49,546.98,GBP
OL502095,ORD-108844,PRD2153,1,210.64,210.64,NGN
OL502096,ORD-101538,PRD2022,5,333.88,1669.4,USD
OL502097,ORD-107326,PRD2232,1,173.77,173.77,usd
OL502098,ORD-107762,PRD2027,4,331.99,1327.96,GBP
OL502099,ORD-104736,PRD2002,5,396.36,1981.8,usd
OL502100,ORD-108716,PRD2237,0,20.47,,US Dollar
OL502101,ORD-100552,PRD2006,0,298.89,,EUR
OL502102,ORD-101589,PRD2134,3,97.15,291.45,US Dollar
OL502103,ORD-107726,PRD2147,5,383.35,1916.75,NGN
OL502104,ORD-105502,PRD2124,999,$30.41,30379.59,GBP
OL502105,ORD-104237,PRD2090,999,$424.3,423875.7,US Dollar
OL502106,ORD-100820,PRD2173,4,225.91,903.64,GBP
OL502107,ORD-102826,PRD2186,5,335.42,1677.1,NGN
OL502108,ORD-101800,PRD2095,999,487.0,486513.0,US Dollar
OL502109,ORD-100643,PRD2226,4,321.82,1287.28,USD
OL502110,ORD-100224,PRD2142,1,433.63,433.63,NGN
OL502111,ORD-105642,PRD2126,999,374.41,374035.59,US Dollar
OL502112,ORD-107457,PRD2123,999,89.45,89360.55,GBP
OL502113,ORD-108186,PRD2022,-1,117.73,,US Dollar
OL502114,ORD-103230,PRD2153,5,$12.26,61.3,EUR
OL502115,ORD-108286,PRD2223,5,$456.7,2283.5,EUR
OL502116,ORD-103838,PRD2173,2,173.18,346.36,US Dollar
OL502117,ORD-105466,PRD2215,5,38.44,192.2,GBP
OL502118,ORD-101345,PRD2121,999,267.55,267282.45,US Dollar
OL502119,ORD-103632,PRD2230,1,84.98,84.98,EUR
OL502120,ORD-107952,PRD2181,5,53.81,269.05,USD
OL502121,ORD-105385,PRD2082,5,421.2,2106.0,NGN
OL502122,ORD-106764,PRD2222,2,$163.61,327.22,GBP
OL502123,ORD-100460,PRD2229,3,270.93,812.79,NGN
OL502124,ORD-104864,PRD2237,-1,$389.7,,GBP
OL502125,ORD-105320,PRD2024,3,494.02,1482.06,USD
OL502126,ORD-102235,PRD2198,1,$417.84,417.84,GBP
OL502127,ORD-103947,PRD2169,1,277.3,277.3,NGN
OL502128,ORD-104631,PRD2139,4,300.24,1200.96,US Dollar
OL502129,ORD-107221,PRD2236,1,203.56,203.56,USD
OL502130,ORD-104804,PRD2189,1,$65.93,65.93,NGN
OL502131,ORD-104352,PRD2168,5,288.68,1443.4,EUR
OL502132,ORD-102913,PRD2050,0,354.3,,USD
OL502133,ORD-101177,PRD2135,1,229.87,229.87,USD
OL502134,ORD-103675,PRD2239,4,80.29,321.16,USD
OL502135,ORD-104727,PRD2030,999,24.75,24725.25,EUR
OL502136,ORD-101518,PRD2077,5,301.15,1505.75,usd
OL502137,ORD-101813,PRD2227,0,233.1,,usd
OL502138,ORD-100442,PRD2044,2,429.89,859.78,usd
OL502139,ORD-106711,PRD2101,3,213.97,641.91,US Dollar
OL502140,ORD-102582,PRD2247,0,12.5,,GBP
OL502141,ORD-100216,PRD2159,2,418.88,837.76,USD
OL502142,ORD-105116,PRD2020,0,344.7,,usd
OL502143,ORD-107163,PRD2072,4,$148.17,592.68,EUR
OL502144,ORD-107970,PRD2082,-1,430.97,,GBP
OL502145,ORD-104040,PRD2168,2,241.7,483.4,NGN
OL502146,ORD-106305,PRD2007,999,328.57,328241.43,GBP
OL502147,ORD-105795,PRD2218,5,$165.67,828.35,usd
OL502148,ORD-100316,PRD2097,0,$382.27,,EUR
OL502149,ORD-104941,PRD2119,5,361.91,1809.55,usd
OL502150,ORD-100963,PRD2125,4,425.18,1700.72,GBP
OL502151,ORD-102042,PRD2005,4,357.23,1428.92,US Dollar
OL502152,ORD-101634,PRD2134,1,229.13,229.13,USD
OL502153,ORD-104613,PRD2004,1,244.63,244.63,NGN
OL502154,ORD-104786,PRD2010,999,16.77,16753.23,US Dollar
OL502155,ORD-100530,PRD2058,5,187.89,939.45,US Dollar
OL502156,ORD-107486,PRD2105,3,429.4,1288.2,EUR
OL502157,ORD-104577,PRD2047,1,341.03,341.03,USD
OL502158,ORD-105612,PRD2029,4,459.97,1839.88,US Dollar
OL502159,ORD-103811,PRD2129,-1,37.22,,usd
OL502160,ORD-106357,PRD2166,1,199.32,199.32,USD
OL502161,ORD-100848,PRD2130,3,233.23,699.69,US Dollar
OL502162,ORD-105662,PRD2224,999,394.83,394435.17,usd
OL502163,ORD-103199,PRD2003,5,6.72,33.6,EUR
OL502164,ORD-104708,PRD9230,2,203.31,406.62,EUR
OL502165,ORD-104045,PRD2021,3,189.49,568.47,GBP
OL502166,ORD-101279,PRD2249,5,107.53,537.65,US Dollar
OL502167,ORD-101458,PRD2112,4,472.61,1890.44,NGN
OL502168,ORD-108395,PRD2244,1,443.16,443.16,EUR
OL502169,ORD-100476,PRD2020,0,16.71,,usd
OL502170,ORD-101935,PRD2135,999,349.87,349520.13,EUR
OL502171,ORD-102945,PRD2159,-1,126.03,,US Dollar
OL502172,ORD-108612,PRD2236,0,153.76,,EUR
OL502173,ORD-107117,PRD2233,4,370.62,1482.48,NGN
OL502174,ORD-107096,PRD2056,1,$293.85,293.85,EUR
OL502175,ORD-107163,PRD2244,-1,378.47,,NGN
OL502176,ORD-104097,PRD2070,1,$73.15,73.15,NGN
OL502177,ORD-103227,PRD2236,3,419.5,1258.5,NGN
OL502178,ORD-105283,PRD2050,999,323.4,323076.6,NGN
OL502179,ORD-102723,PRD2137,4,148.78,595.12,USD
OL502180,ORD-107211,PRD2174,2,481.21,962.42,GBP
OL502181,ORD-100418,PRD2109,3,$6.44,19.32,usd
OL502182,ORD-101940,PRD2213,2,414.82,829.64,usd
OL502183,ORD-104372,PRD2178,4,9.38,37.52,usd
OL502184,ORD-101621,PRD2121,5,163.33,816.65,usd
OL502185,ORD-104432,PRD2008,1,437.11,437.11,EUR
OL502186,ORD-100454,PRD2209,999,341.46,341118.54,NGN
OL502187,ORD-100530,PRD2002,4,275.14,1100.56,USD
OL502188,ORD-103810,PRD2090,-1,44.36,,USD
OL502189,ORD-106961,PRD2221,4,213.3,853.2,EUR
OL502190,ORD-105140,PRD2097,3,$301.75,905.25,NGN
OL502191,ORD-107353,PRD2217,2,216.57,433.14,usd
OL502192,ORD-103613,PRD2157,4,119.45,477.8,GBP
OL502193,ORD-100859,PRD2231,1,103.13,103.13,EUR
OL502194,ORD-108834,PRD2168,3,93.92,281.76,US Dollar
OL502195,ORD-103796,PRD2168,5,480.8,2404.0,GBP
OL502196,ORD-100776,PRD2080,5,$95.2,476.0,usd
OL502197,ORD-106072,PRD2153,3,$367.26,1101.78,GBP
OL502198,ORD-106004,PRD2130,2,$164.53,329.06,USD
OL502199,ORD-107652,PRD2060,999,389.15,388760.85,EUR
OL502200,ORD-100281,PRD2196,2,145.35,290.7,GBP
OL502201,ORD-104699,PRD2022,-1,139.47,,EUR
OL502202,ORD-106929,PRD2173,3,326.66,979.98,US Dollar
OL502203,ORD-106221,PRD2010,5,78.95,394.75,NGN
OL502204,ORD-106365,PRD2160,3,$178.9,536.7,NGN
OL502205,ORD-102559,PRD2149,2,168.88,337.76,NGN
OL502206,ORD-103906,PRD2122,4,37.09,148.36,usd
OL502207,ORD-100830,PRD2171,2,$402.44,804.88,NGN
OL502208,ORD-105068,PRD2177,4,158.08,632.32,US Dollar
OL502209,ORD-100471,PRD2133,4,$417.14,1668.56,USD
OL502210,ORD-107494,PRD2210,5,$258.63,1293.15,US Dollar
OL502211,ORD-102548,PRD2140,-1,$296.22,,EUR
OL502212,ORD-108407,PRD2219,4,307.43,1229.72,NGN
OL502213,ORD-102624,PRD2062,0,79.07,,EUR
OL502214,ORD-105769,PRD2166,4,403.41,1613.64,GBP
OL502215,ORD-103811,PRD2180,3,132.69,398.07,usd
OL502216,ORD-107265,PRD2051,1,131.14,131.14,USD
OL502217,ORD-101584,PRD2248,0,145.11,,usd
OL502218,ORD-108587,PRD2194,4,209.24,836.96,USD
OL502219,ORD-105318,PRD2191,0,114.0,,NGN
OL502220,ORD-102041,PRD2232,-1,432.88,,GBP
OL502221,ORD-107664,PRD2166,-1,113.14,,usd
OL502222,ORD-102798,PRD2015,3,185.49,556.47,USD
OL502223,ORD-102029,PRD2096,4,197.52,790.08,usd
OL502224,ORD-105831,PRD2126,3,251.5,754.5,US Dollar
OL502225,ORD-107769,PRD2061,3,384.48,1153.44,EUR
OL502226,ORD-104876,PRD2167,-1,476.93,,NGN
OL502227,ORD-103854,PRD2013,4,403.24,1612.96,usd
OL502228,ORD-104430,PRD2144,5,456.12,2280.6,NGN
OL502229,ORD-103521,PRD2001,2,309.68,619.36,USD
OL502230,ORD-103314,PRD2134,3,49.84,149.52,NGN
OL502231,ORD-103033,PRD2229,-1,126.82,,USD
OL502232,ORD-106609,PRD2175,5,425.56,2127.8,NGN
OL502233,ORD-106491,PRD2072,4,71.4,285.6,usd
OL502234,ORD-105355,PRD2246,3,452.99,1358.97,usd
OL502235,ORD-107278,PRD2175,5,493.42,2467.1,NGN
OL502236,ORD-103590,PRD2117,2,165.85,331.7,usd
OL502237,ORD-105113,PRD2022,1,33.15,33.15,EUR
OL502238,ORD-103059,PRD2169,4,472.06,1888.24,USD
OL502239,ORD-102729,PRD2184,4,283.95,1135.8,US Dollar
OL502240,ORD-103401,PRD2242,2,171.66,343.32,usd
OL502241,ORD-103853,PRD2070,999,$87.86,87772.14,USD
OL502242,ORD-104128,PRD2007,-1,301.28,,EUR
OL502243,ORD-103086,PRD2085,1,280.93,280.93,EUR
OL502244,ORD-105880,PRD2200,3,426.72,1280.16,NGN
OL502245,ORD-104167,PRD2230,2,$328.56,657.12,EUR
OL502246,ORD-104422,PRD2236,3,187.21,561.63,NGN
OL502247,ORD-101247,PRD2192,1,$444.94,444.94,NGN
OL502248,ORD-101715,PRD2147,0,303.07,,NGN
OL502249,ORD-100681,PRD2078,2,196.92,393.84,USD
OL502250,ORD-105113,PRD2127,-1,163.07,,EUR
OL502251,ORD-103208,PRD2036,4,292.11,1168.44,US Dollar
OL502252,ORD-107011,PRD2250,5,$203.85,1019.25,EUR
OL502253,ORD-108990,PRD2221,1,141.24,141.24,usd
OL502254,ORD-100329,PRD2108,4,23.95,95.8,EUR
OL502255,ORD-102519,PRD2193,1,151.86,151.86,NGN
OL502256,ORD-101485,PRD2228,999,443.45,443006.55,EUR
OL502257,ORD-106955,PRD2011,1,162.51,162.51,US Dollar
OL502258,ORD-103198,PRD2039,0,243.19,,usd
OL502259,ORD-100231,PRD2041,2,288.29,576.58,NGN
OL502260,ORD-103761,PRD2160,1,407.73,407.73,usd
OL502261,ORD-103678,PRD2022,4,$126.73,506.92,NGN
OL502262,ORD-108393,PRD2054,3,437.74,1313.22,GBP
OL502263,ORD-108354,PRD2008,4,159.06,636.24,USD
OL502264,ORD-106873,PRD2080,999,53.64,53586.36,USD
OL502265,ORD-107534,PRD2176,3,292.17,876.51,GBP
OL502266,ORD-102695,PRD2209,-1,272.31,,EUR
OL502267,ORD-106231,PRD2058,2,75.44,150.88,NGN
OL502268,ORD-105269,PRD2179,4,$196.84,787.36,EUR
OL502269,ORD-105938,PRD2172,0,93.43,,US Dollar
OL502270,ORD-100522,PRD2101,4,105.67,422.68,usd
OL502271,ORD-106882,PRD2178,5,472.11,2360.55,NGN
OL502272,ORD-104452,PRD2032,2,63.77,127.54,usd
OL502273,ORD-101108,PRD2231,3,278.51,835.53,US Dollar
OL502274,ORD-105927,PRD2065,1,301.58,301.58,GBP
OL502275,ORD-102126,PRD2168,5,449.65,2248.25,usd
OL502276,ORD-106228,PRD2033,4,480.54,1922.16,usd
OL502277,ORD-101715,PRD2070,1,245.02,245.02,NGN
OL502278,ORD-100017,PRD2141,5,86.71,433.55,US Dollar
OL502279,ORD-105503,PRD2116,1,241.67,241.67,EUR
OL502280,ORD-100781,PRD2062,-1,235.28,,US Dollar
OL502281,ORD-100135,PRD2111,4,468.75,1875.0,EUR
OL502282,ORD-105876,PRD2201,4,112.86,451.44,EUR
OL502283,ORD-106688,PRD2097,4,76.14,304.56,GBP
OL502284,ORD-102755,PRD2011,1,$286.04,286.04,US Dollar
OL502285,ORD-100082,PRD2185,1,239.12,239.12,EUR
OL502286,ORD-104287,PRD2235,2,134.13,268.26,NGN
OL502287,ORD-100903,PRD2054,2,464.2,928.4,GBP
OL502288,ORD-105512,PRD2209,1,281.06,281.06,usd
OL502289,ORD-104065,PRD2195,1,176.4,176.4,NGN
OL502290,ORD-102092,PRD2229,1,357.1,357.1,usd
OL502291,ORD-100042,PRD2007,3,184.34,553.02,US Dollar
OL502292,ORD-101212,PRD2169,0,421.98,,US Dollar
OL502293,ORD-100820,PRD2033,2,218.85,437.7,NGN
OL502294,ORD-102526,PRD2141,3,232.01,696.03,EUR
OL502295,ORD-108720,PRD2229,5,363.14,1815.7,EUR
OL502296,ORD-104850,PRD2174,0,142.47,,EUR
OL502297,ORD-105710,PRD2203,5,150.84,754.2,NGN
OL502298,ORD-108994,PRD2080,2,297.64,595.28,USD
OL502299,ORD-100041,PRD2212,2,287.96,575.92,NGN
OL502300,ORD-101918,PRD2120,2,437.37,874.74,EUR
OL502301,ORD-107004,PRD2030,1,486.12,486.12,US Dollar
OL502302,ORD-107536,PRD2178,-1,279.43,,GBP
OL502303,ORD-107172,PRD2090,0,370.29,,NGN
OL502304,ORD-102824,PRD2092,5,182.5,912.5,EUR
OL502305,ORD-108983,PRD2227,999,6.07,6063.93,USD
OL502306,ORD-103100,PRD2242,2,39.96,79.92,NGN
OL502307,ORD-101821,PRD2122,1,255.46,255.46,NGN
OL502308,ORD-101541,PRD2125,999,463.49,463026.51,EUR
OL502309,ORD-100286,PRD2063,1,236.13,236.13,usd
OL502310,ORD-101204,PRD2069,3,29.35,88.05,usd
OL502311,ORD-102452,PRD2247,5,327.17,1635.85,NGN
OL502312,ORD-103050,PRD2174,2,412.77,825.54,USD
OL502313,ORD-106764,PRD2077,999,$297.27,296972.73,EUR
OL502314,ORD-107380,PRD2160,5,7.28,36.4,usd
OL502315,ORD-101577,PRD2102,3,54.72,164.16,usd
OL502316,ORD-108111,PRD2003,0,247.91,,USD
OL502317,ORD-108656,PRD2229,5,104.8,524.0,US Dollar
OL502318,ORD-104505,PRD2246,2,43.47,86.94,US Dollar
OL502319,ORD-103803,PRD9262,999,$297.01,296712.99,NGN
OL502320,ORD-101696,PRD2103,999,338.49,338151.51,usd
OL502321,ORD-105592,PRD2016,5,280.5,1402.5,usd
OL502322,ORD-108162,PRD2204,4,354.88,1419.52,US Dollar
OL502323,ORD-107806,PRD2207,5,134.0,670.0,EUR
OL502324,ORD-107007,PRD2019,5,222.72,1113.6,USD
OL502325,ORD-107274,PRD2195,-1,282.17,,NGN
OL502326,ORD-103169,PRD2028,2,363.35,726.7,NGN
OL502327,ORD-107335,PRD2105,4,219.13,876.52,US Dollar
OL502328,ORD-103465,PRD2068,3,123.97,371.91,EUR
OL502329,ORD-101252,PRD2136,999,$473.71,473236.29,USD
OL502330,ORD-106741,PRD2031,2,495.55,991.1,US Dollar
OL502331,ORD-103794,PRD2003,0,375.08,,usd
OL502332,ORD-106958,PRD2003,0,264.37,,NGN
OL502333,ORD-104330,PRD2073,3,209.35,628.05,EUR
OL502334,ORD-108619,PRD2086,5,350.01,1750.05,USD
OL502335,ORD-103223,PRD2114,2,90.5,181.0,NGN
OL502336,ORD-106059,PRD2169,1,497.97,497.97,USD
OL502337,ORD-106317,PRD2241,0,$47.18,,GBP
OL502338,ORD-102044,PRD2045,0,252.71,,usd
OL502339,ORD-102283,PRD2021,2,277.14,554.28,EUR
OL502340,ORD-107561,PRD2100,3,46.32,138.96,NGN
OL502341,ORD-107190,PRD2092,4,222.95,891.8,EUR
OL502342,ORD-107885,PRD2213,999,17.09,17072.91,NGN
OL502343,ORD-107280,PRD2213,1,64.57,64.57,USD
OL502344,ORD-107672,PRD2162,5,472.82,2364.1,EUR
OL502345,ORD-101932,PRD2198,-1,$353.75,,NGN
OL502346,ORD-105393,PRD2133,-1,477.96,,US Dollar
OL502347,ORD-103924,PRD2079,1,438.53,438.53,NGN
OL502348,ORD-103209,PRD2174,3,257.98,773.94,USD
OL502349,ORD-107833,PRD2186,-1,170.03,,usd
OL502350,ORD-107708,PRD2170,-1,52.95,,usd
OL502351,ORD-105147,PRD2212,3,77.71,233.13,US Dollar
OL502352,ORD-101090,PRD2095,4,336.2,1344.8,usd
OL502353,ORD-105020,PRD2090,2,$354.33,708.66,US Dollar
OL502354,ORD-103888,PRD2036,-1,338.78,,GBP
OL502355,ORD-102552,PRD2070,4,135.47,541.88,usd
OL502356,ORD-106801,PRD2241,4,$485.62,1942.48,GBP
OL502357,ORD-101262,PRD2203,4,87.89,351.56,usd
OL502358,ORD-106452,PRD2048,0,105.2,,NGN
OL502359,ORD-102638,PRD2216,-1,9.9,,GBP
OL502360,ORD-107435,PRD2225,2,252.86,505.72,USD
OL502361,ORD-108215,PRD2034,2,131.78,263.56,EUR
OL502362,ORD-103399,PRD2106,1,45.8,45.8,US Dollar
OL502363,ORD-104399,PRD2060,3,252.07,756.21,NGN
OL502364,ORD-102157,PRD2048,1,93.07,93.07,GBP
OL502365,ORD-106378,PRD2117,5,$31.26,156.3,NGN
OL502366,ORD-106658,PRD2184,2,350.88,701.76,GBP
OL502367,ORD-106857,PRD2090,5,383.67,1918.35,US Dollar
OL502368,ORD-102320,PRD2237,3,$318.21,954.63,NGN
OL502369,ORD-101826,PRD2142,-1,$476.86,,USD
OL502370,ORD-107526,PRD2134,3,342.47,1027.41,EUR
OL502371,ORD-105417,PRD2081,2,388.02,776.04,US Dollar
OL502372,ORD-101075,PRD2079,4,436.42,1745.68,GBP
OL502373,ORD-100841,PRD2133,4,491.81,1967.24,EUR
OL502374,ORD-107986,PRD2040,4,400.19,1600.76,NGN
OL502375,ORD-107115,PRD2089,1,269.37,269.37,US Dollar
OL502376,ORD-105081,PRD2167,2,197.69,395.38,usd
OL502377,ORD-105915,PRD2066,4,440.15,1760.6,NGN
OL502378,ORD-108078,PRD2029,1,185.6,185.6,GBP
OL502379,ORD-104527,PRD2089,5,344.61,1723.05,EUR
OL502380,ORD-105934,PRD2028,2,486.29,972.58,USD
OL502381,ORD-105392,PRD2036,4,413.15,1652.6,USD
OL502382,ORD-106638,PRD2152,5,$465.04,2325.2,USD
OL502383,ORD-101740,PRD2137,3,200.82,602.46,EUR
OL502384,ORD-102746,PRD2043,2,302.95,605.9,EUR
OL502385,ORD-101729,PRD2085,1,43.97,43.97,USD
OL502386,ORD-101701,PRD2045,3,77.69,233.07,NGN
OL502387,ORD-101358,PRD2174,3,189.0,567.0,NGN
OL502388,ORD-108110,PRD2240,0,3.7,,US Dollar
OL502389,ORD-104955,PRD2173,0,54.57,,usd
OL502390,ORD-107306,PRD2170,5,46.22,231.1,usd
OL502391,ORD-104005,PRD2114,4,16.56,66.24,EUR
OL502392,ORD-106974,PRD2245,1,$447.59,447.59,NGN
OL502393,ORD-102504,PRD2156,999,466.73,466263.27,usd
OL502394,ORD-107907,PRD2118,3,476.71,1430.13,GBP
OL502395,ORD-102710,PRD2053,3,381.53,1144.59,US Dollar
OL502396,ORD-102453,PRD2240,4,12.69,50.76,NGN
OL502397,ORD-101919,PRD2223,0,192.42,,EUR
OL502398,ORD-107388,PRD2063,1,292.85,292.85,EUR
OL502399,ORD-108333,PRD2175,3,70.16,210.48,NGN
OL502400,ORD-102136,PRD2221,5,239.12,1195.6,usd
OL502401,ORD-100767,PRD2225,4,139.0,556.0,NGN
OL502402,ORD-102431,PRD2245,2,$440.65,881.3,USD
OL502403,ORD-101025,PRD2046,4,395.9,1583.6,GBP
OL502404,ORD-102011,PRD2053,4,$192.51,770.04,GBP
OL502405,ORD-103911,PRD2194,0,464.8,,NGN
OL502406,ORD-100430,PRD2123,4,218.12,872.48,NGN
OL502407,ORD-102178,PRD2019,4,493.2,1972.8,USD
OL502408,ORD-100833,PRD2211,0,447.66,,GBP
OL502409,ORD-107372,PRD2032,4,$379.29,1517.16,EUR
OL502410,ORD-108468,PRD2028,999,86.15,86063.85,NGN
OL502411,ORD-101210,PRD2176,-1,486.76,,usd
OL502412,ORD-101420,PRD2045,999,466.4,465933.6,usd
OL502413,ORD-100494,PRD2198,0,187.93,,NGN
OL502414,ORD-106334,PRD2221,2,139.0,278.0,EUR
OL502415,ORD-106407,PRD2181,5,243.48,1217.4,usd
OL502416,ORD-107237,PRD2177,2,178.21,356.42,NGN
OL502417,ORD-108662,PRD2175,5,$325.64,1628.2,usd
OL502418,ORD-107886,PRD2149,3,386.82,1160.46,GBP
OL502419,ORD-107845,PRD2185,2,349.09,698.18,EUR
OL502420,ORD-105318,PRD2233,2,455.39,910.78,EUR
OL502421,ORD-102436,PRD2031,-1,229.29,,USD
OL502422,ORD-103919,PRD2038,5,253.64,1268.2,US Dollar
OL502423,ORD-104593,PRD2250,4,125.53,502.12,usd
OL502424,ORD-101292,PRD2242,5,280.32,1401.6,usd
OL502425,ORD-103338,PRD2239,5,13.59,67.95,NGN
OL502426,ORD-105796,PRD2067,2,418.17,836.34,US Dollar
OL502427,ORD-100393,PRD2125,4,$379.56,1518.24,US Dollar
OL502428,ORD-107014,PRD2205,5,464.42,2322.1,US Dollar
OL502429,ORD-105533,PRD2060,4,$247.31,989.24,GBP
OL502430,ORD-107209,PRD2135,3,2.33,6.99,NGN
OL502431,ORD-102154,PRD2027,3,60.72,182.16,USD
OL502432,ORD-102576,PRD2211,5,189.3,946.5,usd
OL502433,ORD-104047,PRD2174,5,364.56,1822.8,USD
OL502434,ORD-104330,PRD2039,3,$48.25,144.75,EUR
OL502435,ORD-105257,PRD2144,0,$407.93,,USD
OL502436,ORD-104409,PRD2185,-1,178.7,,GBP
OL502437,ORD-101471,PRD2209,5,2.59,12.95,USD
OL502438,ORD-103612,PRD2161,5,438.98,2194.9,US Dollar
OL502439,ORD-101411,PRD2006,2,142.12,284.24,EUR
OL502440,ORD-106722,PRD2209,5,282.7,1413.5,GBP
OL502441,ORD-101151,PRD2020,0,48.38,,US Dollar
OL502442,ORD-103291,PRD2036,4,293.09,1172.36,usd
OL502443,ORD-100180,PRD2037,5,308.51,1542.55,usd
OL502444,ORD-103079,PRD2196,1,336.89,336.89,NGN
OL502445,ORD-108384,PRD2134,4,407.71,1630.84,USD
OL502446,ORD-105620,PRD2040,2,323.68,647.36,GBP
OL502447,ORD-105608,PRD2090,0,$260.19,,GBP
OL502448,ORD-108174,PRD2093,3,471.13,1413.39,USD
OL502449,ORD-102753,PRD2046,2,$30.05,60.1,usd
OL502450,ORD-101627,PRD2111,3,86.6,259.8,usd
OL502451,ORD-101528,PRD2248,999,$380.79,380409.21,EUR
OL502452,ORD-107529,PRD2178,1,380.59,380.59,NGN
OL502453,ORD-108172,PRD2116,-1,$94.13,,EUR
OL502454,ORD-101329,PRD2239,5,80.11,400.55,EUR
OL502455,ORD-104264,PRD2128,3,220.18,660.54,USD
OL502456,ORD-108680,PRD2191,5,269.67,1348.35,USD
OL502457,ORD-102548,PRD2177,5,495.15,2475.75,GBP
OL502458,ORD-107050,PRD2179,999,247.94,247692.06,usd
OL502459,ORD-107570,PRD2071,1,353.62,353.62,US Dollar
OL502460,ORD-103032,PRD2176,1,38.96,38.96,NGN
OL502461,ORD-107274,PRD2052,5,155.48,777.4,EUR
OL502462,ORD-105957,PRD2140,3,164.28,492.84,usd
OL502463,ORD-108563,PRD2236,3,192.74,578.22,GBP
OL502464,ORD-103679,PRD2079,3,$70.38,211.14,US Dollar
OL502465,ORD-106424,PRD2100,3,140.42,421.26,NGN
OL502466,ORD-100182,PRD2078,2,121.4,242.8,GBP
OL502467,ORD-102875,PRD2249,-1,384.25,,EUR
OL502468,ORD-102974,PRD2190,0,355.48,,NGN
OL502469,ORD-103734,PRD2158,4,150.65,602.6,USD
OL502470,ORD-104483,PRD2105,5,$352.3,1761.5,EUR
OL502471,ORD-103778,PRD2133,-1,$434.41,,EUR
OL502472,ORD-103961,PRD2022,3,124.86,374.58,NGN
OL502473,ORD-102945,PRD2098,5,356.17,1780.85,US Dollar
OL502474,ORD-106271,PRD2186,3,213.71,641.13,usd
OL502475,ORD-103758,PRD2048,-1,$400.56,,NGN
OL502476,ORD-100877,PRD2158,4,367.58,1470.32,GBP
OL502477,ORD-107186,PRD2201,4,487.71,1950.84,GBP
OL502478,ORD-103666,PRD2154,3,287.38,862.14,usd
OL502479,ORD-107682,PRD2057,999,152.39,152237.61,EUR
OL502480,ORD-104262,PRD2006,0,$305.87,,USD
OL502481,ORD-108475,PRD2058,3,213.08,639.24,NGN
OL502482,ORD-106236,PRD2157,999,265.48,265214.52,US Dollar
OL502483,ORD-103959,PRD2005,1,278.75,278.75,US Dollar
OL502484,ORD-108127,PRD2135,4,234.41,937.64,NGN
OL502485,ORD-105785,PRD2099,3,$388.1,1164.3,NGN
OL502486,ORD-108322,PRD2168,3,175.6,526.8,US Dollar
OL502487,ORD-103283,PRD2188,5,200.81,1004.05,EUR
OL502488,ORD-103429,PRD2052,5,368.47,1842.35,USD
OL502489,ORD-105231,PRD2219,3,331.99,995.97,NGN
OL502490,ORD-105098,PRD2153,2,3.68,7.36,GBP
OL502491,ORD-102211,PRD2096,4,415.09,1660.36,USD
OL502492,ORD-100497,PRD2209,1,427.3,427.3,GBP
OL502493,ORD-104675,PRD2114,1,324.44,324.44,EUR
OL502494,ORD-108016,PRD2183,4,345.83,1383.32,GBP
OL502495,ORD-103446,PRD2174,3,170.44,511.32,USD
OL502496,ORD-103959,PRD2092,2,182.65,365.3,EUR
OL502497,ORD-108821,PRD2224,-1,487.35,,EUR
OL502498,ORD-104972,PRD2047,4,411.66,1646.64,EUR
OL502499,ORD-102397,PRD2119,3,132.11,396.33,GBP
OL502500,ORD-105458,PRD2082,2,306.77,613.54,usd
OL502501,ORD-105374,PRD2150,2,82.77,165.54,usd
OL502502,ORD-102482,PRD2248,5,454.94,2274.7,EUR
OL502503,ORD-107852,PRD2113,5,208.38,1041.9,NGN
OL502504,ORD-100882,PRD2118,4,167.52,670.08,US Dollar
OL502505,ORD-102551,PRD2132,1,187.5,187.5,USD
OL502506,ORD-107313,PRD2110,3,111.88,335.64,usd
OL502507,ORD-103836,PRD2034,0,384.41,,EUR
OL502508,ORD-108642,PRD2023,1,348.48,348.48,EUR
OL502509,ORD-100921,PRD2205,-1,$449.45,,NGN
OL502510,ORD-102948,PRD2061,5,$135.54,677.7,usd
OL502511,ORD-100140,PRD2123,1,382.0,382.0,US Dollar
OL502512,ORD-103967,PRD2072,5,17.3,86.5,usd
OL502513,ORD-102064,PRD2105,-1,56.27,,NGN
OL502514,ORD-108779,PRD2214,2,$446.98,893.96,EUR
OL502515,ORD-103623,PRD2148,-1,73.04,,GBP
OL502516,ORD-106322,PRD2084,3,83.11,249.33,usd
OL502517,ORD-107166,PRD2157,4,356.6,1426.4,USD
OL502518,ORD-103651,PRD2042,5,72.9,364.5,USD
OL502519,ORD-101806,PRD2205,5,120.53,602.65,GBP
OL502520,ORD-108225,PRD2211,4,292.82,1171.28,NGN
OL502521,ORD-102498,PRD2041,-1,463.93,,EUR
OL502522,ORD-107595,PRD2164,4,50.72,202.88,usd
OL502523,ORD-103419,PRD2132,1,$339.79,339.79,EUR
OL502524,ORD-101319,PRD2189,5,466.06,2330.3,usd
